id,description,hint,difficulty,volume,chapter,section
Graph Surface Parametrization,"A surface z = g(x,y) can be parametrized as r(x,y) = ⟨x, y, g(x,y)⟩ with standard tangent vectors.","For z = g(x,y), use r_x × r_y = ⟨-g_x, -g_y, 1⟩ to simplify dS = √(1 + g_x² + g_y²) dx dy.",3,3,Vector Calculus,6.6 Surface Integrals
Flux Through Closed Surface,The total flux ∬_S F·n dS through a closed surface measures net outward flow of the vector field.,"For closed surfaces, ensure the normal vector points outward consistently; this connects to the divergence theorem.",4,3,Vector Calculus,6.6 Surface Integrals
Stokes' Theorem Statement,Relates the surface integral of curl F over a surface S to the line integral of F around the boundary curve C: ∬_S (curl F)·n dS = ∮_C F·dr.,Make sure the orientation of the boundary curve matches the surface normal using the right-hand rule.,8,3,Vector Calculus,6.7 Stokes' Theorem
Orientation Compatibility of Surface and Boundary,"The boundary curve orientation must match the surface normal via the right-hand rule: fingers curl along C, thumb points along n.","If your fingers curl in the direction of the boundary curve, your thumb should point in the direction of the surface normal.",7,3,Vector Calculus,6.7 Stokes' Theorem
Stokes' Theorem for Closed Surfaces,"For a closed surface with no boundary, Stokes' theorem gives ∬_S (curl F)·n dS = 0 since there is no boundary curve.","A closed surface like a sphere has no boundary curve, so the line integral part vanishes automatically.",6,3,Vector Calculus,6.7 Stokes' Theorem
Computing Circulation via Stokes' Theorem,Calculate circulation ∮_C F·dr by instead computing the flux of curl F through any surface bounded by C.,Choose the simplest surface that has your curve as its boundary—often a flat disk is easiest.,7,3,Vector Calculus,6.7 Stokes' Theorem
Independence of Surface in Stokes' Theorem,"The circulation around C equals the flux of curl F through any surface having C as boundary, regardless of which surface is chosen.","If computing flux through one surface is hard, try a different surface with the same boundary curve.",6,3,Vector Calculus,6.7 Stokes' Theorem
Verifying Stokes' Theorem by Direct Computation,Confirm Stokes' theorem by computing both ∮_C F·dr directly and ∬_S (curl F)·n dS and showing they are equal.,"Calculate the line integral using parametrization of C, then calculate the surface integral using parametrization of S, and check equality.",8,3,Vector Calculus,6.7 Stokes' Theorem
Stokes' Theorem as 3D Green's Theorem,Stokes' theorem generalizes Green's theorem from planar regions to curved surfaces in three-dimensional space.,Green's theorem is the special case when the surface is flat and lies in the xy-plane.,5,3,Vector Calculus,6.7 Stokes' Theorem
Application to Conservative Fields via Stokes,"If F is conservative (curl F = 0 everywhere), then ∮_C F·dr = 0 for any closed curve C by Stokes' theorem.",Use Stokes' theorem with curl F = 0 to show the line integral vanishes around any closed loop.,6,3,Vector Calculus,6.7 Stokes' Theorem
Divergence Theorem Statement,The flux of a vector field through a closed surface equals the triple integral of its divergence over the enclosed volume.,Write the theorem as ∬_S F·n dS = ∭_E div F dV where S is the closed boundary of solid E.,7,3,Vector Calculus,6.8 The Divergence Theorem
Simple Solid Region,A solid region bounded by a closed piecewise smooth surface where the Divergence Theorem applies.,Check that your region E has a well-defined boundary surface S that completely encloses it without gaps.,5,3,Vector Calculus,6.8 The Divergence Theorem
Outward Orientation Convention,"For closed surfaces in Divergence Theorem, the normal vector points outward from the enclosed solid.","When computing flux, always use the outward-pointing normal vector for the Divergence Theorem to hold.",4,3,Vector Calculus,6.8 The Divergence Theorem
Converting Flux to Volume Integral,Using Divergence Theorem to replace a difficult surface integral with a triple integral over the enclosed volume.,"Compute div F first, then set up the triple integral ∭_E div F dV in appropriate coordinates (Cartesian, cylindrical, or spherical).",6,3,Vector Calculus,6.8 The Divergence Theorem
Verifying Divergence Theorem,Confirming the theorem by computing both the surface flux and volume integral independently and showing they are equal.,"Calculate the flux ∬_S F·n dS directly by parametrizing each surface piece, then separately compute ∭_E div F dV.",6,3,Vector Calculus,6.8 The Divergence Theorem
Divergence Theorem for Multiple Surfaces,Applying the theorem when the boundary consists of several distinct smooth surface pieces that together form a closed surface.,"Break the closed surface into parametrizable pieces (like top, bottom, sides), then sum the flux contributions or use the volume integral.",7,3,Vector Calculus,6.8 The Divergence Theorem
Physical Interpretation of Divergence Theorem,The net outward flow through a boundary equals the total generation of flow within the region.,"Think of divergence as a source density: positive divergence creates outward flux, negative divergence creates inward flux.",5,3,Vector Calculus,6.8 The Divergence Theorem
Gauss's Law Application,Using the Divergence Theorem to derive Gauss's Law in electrostatics relating electric flux to enclosed charge.,"For electric field E with div E = ρ/ε₀, the Divergence Theorem shows total flux equals Q_enclosed/ε₀.",8,3,Vector Calculus,6.8 The Divergence Theorem
Second-Order Linear Differential Equation,A differential equation of the form a(x)y'' + b(x)y' + c(x)y = r(x) where a(x) is not identically zero.,"Identify the coefficients of y'', y', and y to recognize the standard form.",1,3,Second-Order Differential Equations,7.1 Second-Order Linear Equations
Homogeneous Linear Equation,A second-order linear equation where the right-hand side r(x) equals zero.,"If there's no term without y or its derivatives, the equation is homogeneous.",1,3,Second-Order Differential Equations,7.1 Second-Order Linear Equations
Nonhomogeneous Linear Equation,A second-order linear equation where the right-hand side r(x) is a non-zero function.,The presence of a forcing term r(x) makes the equation nonhomogeneous.,1,3,Second-Order Differential Equations,7.1 Second-Order Linear Equations
Linear Independence of Solutions,Two solutions y₁ and y₂ are linearly independent if neither is a constant multiple of the other.,"Check if y₂/y₁ is constant; if not, the solutions are linearly independent.",2,3,Second-Order Differential Equations,7.1 Second-Order Linear Equations
General Solution of Homogeneous Equation,"The complete solution y = c₁y₁ + c₂y₂ where y₁, y₂ are linearly independent solutions and c₁, c₂ are arbitrary constants.",Combine two linearly independent solutions with arbitrary constants to get all solutions.,2,3,Second-Order Differential Equations,7.1 Second-Order Linear Equations
Particular Solution,A specific solution to a nonhomogeneous equation that satisfies the equation but contains no arbitrary constants.,Find any single function that satisfies the nonhomogeneous equation.,2,3,Second-Order Differential Equations,7.1 Second-Order Linear Equations
Superposition Principle,"If y₁ and y₂ are solutions to a homogeneous linear equation, then c₁y₁ + c₂y₂ is also a solution for any constants c₁, c₂.",Linear combinations of solutions are solutions because the equation is linear.,2,3,Second-Order Differential Equations,7.1 Second-Order Linear Equations
Initial Value Problem for Second-Order ODE,A second-order differential equation with two initial conditions specifying y and y' at a point x₀.,Use both y(x₀) and y'(x₀) conditions to solve for the two arbitrary constants.,2,3,Second-Order Differential Equations,7.1 Second-Order Linear Equations
Method of Undetermined Coefficients,A technique for finding particular solutions by guessing a solution form based on the nonhomogeneous term and determining coefficients by substitution.,"Match your guess to the form of the right-hand side, then substitute into the equation and solve for unknown coefficients.",1,3,Second-Order Differential Equations,7.2 Nonhomogeneous Linear Equations
Complementary Solution,"The general solution to the associated homogeneous equation, denoted yc, which forms part of the complete solution.",Solve the homogeneous version first by setting the right-hand side to zero.,1,3,Second-Order Differential Equations,7.2 Nonhomogeneous Linear Equations
General Solution of Nonhomogeneous Equation,"The complete solution y = yc + yp, combining the complementary solution and any particular solution.",Add your homogeneous solution to any particular solution you find.,1,3,Second-Order Differential Equations,7.2 Nonhomogeneous Linear Equations
Modification Rule for Repeated Terms,"When the guessed form duplicates a term in the complementary solution, multiply by x (or higher powers) until linearly independent.","If your guess matches a homogeneous solution term, multiply by x and try again.",2,3,Second-Order Differential Equations,7.2 Nonhomogeneous Linear Equations
Variation of Parameters Formula,A general method using integrals of known homogeneous solutions multiplied by the nonhomogeneous term to construct particular solutions.,Use the Wronskian of your two homogeneous solutions and integrate to find the varying coefficients.,2,3,Second-Order Differential Equations,7.2 Nonhomogeneous Linear Equations
Exponential Input Function Form,"For nonhomogeneous terms of form Ce^(αx), guess yp = Ae^(αx) unless α matches a characteristic root.","Try yp = Ae^(αx) first; if α is a characteristic root, multiply by x.",1,3,Second-Order Differential Equations,7.2 Nonhomogeneous Linear Equations
